id	surname	firstname	name	alternativename	province	politicalparty	fullname	fathername	picture	website	email and homepage 1	parliament_start_date	email and homepage 2	email and homepage 3	email and homepage 4	contact_info
280	Τσιαρας	 Κωνσταντινος	Κωνσταντίνος Τσιάρας		ΚΑΡΔΙΤΣΗΣ	nd	Τσιάρας Αλεξάνδρου Κωνσταντίνος	Αλεξάνδρου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/tsiaraskon.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=b7be9dd1-d9e7-4a86-a1c2-651068c6f3f8	politikografeio@kostastsiaras.gr;	17/6/2014	http://www.kostastsiaras.gr			Αθήνα, Λεωφ. Κηφισίας 38, Τ.Κ. 11526; τηλ: 210 3248777, 3248888, 3682912, FAX: 210 3682701, 210 7706888; Καρδίτσα, Νικηταρά 62, Τ.Κ. 43100; τηλ: 24410 77153, FAX: 24410 77262
281	Τσιπρας	 Αλεξιος	Αλέξιος Τσίπρας		Α' ΑΘΗΝΩΝ	syriza	Τσίπρας Παύλου Αλέξιος	Παύλου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/TSIPRASALEXIS.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=b57035f7-43e4-48e9-a541-b9d153eb5eab	a.tsipras@parliament.gr	17/6/2014				Αθήνα, Βασ. Σοφίας 2, Τ.Κ. 10021, τηλ: 210 3708170-1, FAX: 210 3708977
282	Τσουκαλας	 Δημητριος	Δημήτρης Τσουκαλάς		ΕΠΙΚΡΑΤΕΙΑΣ	syriza	Τσουκαλάς Βασιλείου Δημήτριος	Βασιλείου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/tsoukalasdim.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=bf1db958-cd14-4866-b1b8-ba7b52d45889	dimitrisvtsoukalas@gmail.com	17/6/2014				Αθήνα, Βουκουρεστίου 28, Τ.Κ. 10671
283	Τσουκαλης	 Νικολαος	Νικόλαος Τσούκαλης		ΑΧΑΪΑΣ	dimar	Τσούκαλης Σπυρίδωνος Νικόλαος	Σπυρίδωνος			n.tsoukalis@gmail.com	17/6/2014	http://ntsoukalis.blogspot.com			Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709456, FAX: 210 3709459 Πάτρα, Κανάρη 20, Τ.Κ. 26222, τηλ: 2610 341123, FAX: 2610 328179
284	Τσουμανης	 Δημητριος	Δημήτριος Τσουμάνης		ΠΡΕΒΕΖΗΣ	nd	Τσουμάνης Αχιλλέα Δημήτριος	Αχιλλέα	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/tsoumanis.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=9ea29b23-c701-4274-a3e6-89768d270b3f	takis_tsoumanis@yahoo.com	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562, τηλ: 210 3236695, 3706419, FAX: 210 3706019; Πρέβεζα, Λ. Ειρήνης 63, Τ.Κ. 48100, τηλ: 26820 21251, FAX: 26820 22158
285	Υψηλαντης	 Βασιλειος-Νικολαος	Βασίλειος-Νικόλαος Υψηλάντης		ΔΩΔΕΚΑΝΗΣΟΥ	nd	Υψηλάντης Αναστασίου Βασίλειος - Νικόλαος	Αναστασίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/B.Ypsilantis.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=37462012-f6fd-43fb-9ee9-f7207e6a4f90	ypsilaw@otenet.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709252, FAX: 210 3709250; Ρόδος, Γ. Σεφέρη 80, Τ.Κ. 85100, τηλ: 22410 60021, 22410 37632, FAX: 22410 37821
286	Φουντα	 Νικη	Νίκη Φούντα		ΑΙΤΩΛΙΑΣ ΚΑΙ AΚΑΡΝΑΝΙΑΣ	dimar	Φούντα Νικολάου Νίκη	Νικολάου			info@nikifounta.gr	17/6/2014	http://www.nikifounta.gr			Αθήνα, Μητροπόλεως 1, 105 57, τηλ.: 210 323 9440, Fax: 210 370 9309 Αγρίνιο, Πλατεία Δημοκρατίας 6, 301 00, τηλ.: 26410 24299, Fax: 26410 23257. Μεσολόγγι, Κόμητρος Ρώμα 1, 302 00, Μεσολόγγι, τηλ.: 26310 23144, fax:  26310 23509.
287	Φωτιου	 Θεανω	Θεανώ Φωτίου		ΕΠΙΚΡΑΤΕΙΑΣ	syriza	Φωτίου Βασιλείου Θεανώ	Βασιλείου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/fotioutheano.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=f84488ab-0af4-4198-964a-d251de81535a	thfotiou@parliament.gr	17/6/2014				Αθήνα, Σουλτάνη 17, Τ.Κ.10682, τηλ: 210-3803864, FAX 210-3803869
288	Χαικαλης	 Παυλος	Παύλος Χαϊκάλης		ΑΤΤΙΚΗΣ	anel	Χαϊκάλης Γεωργίου Παύλος	Γεωργίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/haikalis_1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=55cf7c35-dec8-4dc8-a5bb-db7e50f632d7	p.chaikalis@parliament.gr	17/6/2014				Αθήνα, Πανεπιστημίου 56, T.K. 10678, τηλ: 210 3801882, 3801884, FAX: 210 3801883
289	Χαλβατζης	 Σπυριδων	Σπυρίδων Χαλβατζής		Β' ΑΘΗΝΩΝ	kke	Χαλβατζής Εμμανουήλ Σπυρίδων	Εμμανουήλ			spiros@KE.KKE.gr	17/6/2014	kke@parliament.gr			Αθήνα, Λεωφ. Ηρακλείου 145, Τ.Κ. 14231, τηλ: 210 2592111, 3708168, FAX: 210  2592097, 3707410, 3707420
290	Χαρακοπουλος	 Μαξιμος	Μάξιμος Χαρακόπουλος		ΛΑΡΙΣΗΣ	nd	Χαρακόπουλος Παντελή Μάξιμος	Παντελή	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/harakopoulosmaximos.JPG	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=c8252156-d057-4e50-9e9a-3cfc521ebb39	maximos@parliament.gr;	17/6/2014	http://www.maximos.gr			Λάρισα, Ανθίμου Γαζή 25, Τ.Κ. 41222, τηλ: 2410 252828, 252848, 539273, FAX: 2410 539271
291	Χαραλαμπιδου	 Δεσποινα	Δέσποινα Χαραλαμπίδου 		Α' ΘΕΣΣΑΛΟΝΙΚΗΣ	syriza	Χαραλαμπίδου Δημητρίου Δέσποινα	Δημητρίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/charalampidou.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=8d6fdf82-1842-4867-8a6e-99328fca568a	dxaralampidou@gmail.com	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709336, 3238951, FAX: 210 3709339
292	Χατζη Οσμαν	 Αχμετ	Αχμέτ Χατζή Οσμάν 		ΡΟΔΟΠΗΣ	pasok	Χατζή Οσμάν Ραήφ Αχμέτ		http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/xatzi.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=6139cdaa-fe6d-4173-806b-3e97e026a727	ahmet.haciosman@gmail.com	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709261-2, FAX: 210 3709260. Κομοτηνή, Λ. Ηρώων 5, Τ.Κ. 69100, τηλ: 25310 85510, 85509, FAX: 25310 85508
293	Χατζηδακης	 Κωνσταντινος	Κωνσταντίνος Χατζηδάκης 	Κωστής Χατζηδακης	Β' ΑΘΗΝΩΝ	nd	Χατζηδάκης Ιωάννη Κωνσταντίνος (Κωστής)	Ιωάννη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/chatzidakiskostis.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=96cbf7b8-b665-4027-a2bb-bd8f7ba7ba3a	info@khatzidakis.gr;	17/6/2014	khatzidakis@khatzidakis.gr;	http://www.khatzidakis.gr		Αθήνα, Ναυάρχου Νικοδήμου 2 & Φιλελλήνων, Τ.Κ. 105 57; τηλ:210 7292856-7, 210 3240799, FAX:210 7292858
294	Χατζηλαμπρου	 Βασιλειος	Βασίλειος Χατζηλάμπρου		ΑΧΑΪΑΣ	syriza	Χατζηλάμπρου Σάββα Βασίλειος	Σάββα	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/CHATZILABROU%201.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=49c6cbf5-854a-45c3-95ea-294c7f893d10	xatzilamprou@yahoo.gr	17/6/2014				Πάτρα, Κορίνθου 313-315, ΤΚ 26221, τηλ.: 2610 243526, fax: 2610 243527.
295	Χριστογιαννης	 Δημητριος	Δημήτριος Χριστογιάννης		ΠΙΕΡΙΑΣ	nd	Χριστογιάννης Διονυσίου Δημήτριος	Φωτίου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=44cbb9d7-a50c-4a3c-b2c8-32e5ef7b35d4	christogiannisd@yahoo.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709522, FAX: 210 3709520; Κατερίνη, 25ης Μαρτίου 8, Τ.Κ. 60100, τηλ: 23510 79820, 79821, FAX: 23510 77935
296	Χριστοφιλοπουλου	 Παρασκευη	Παρασκευή Χριστοφιλοπούλου 	Εύη Χριστοφιλοπουλου	ΑΤΤΙΚΗΣ	pasok	Χριστογιάννης Διονυσίου Δημήτριος	Διονυσίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/cristogiannisdion.JPG	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=44cbb9d7-a50c-4a3c-b2c8-32e5ef7b35d4	politikografeio@christofilopoulou.gr	17/6/2014	http://www.christofilopoulou.gr			Αθήνα, Αγ. Μελετίου 85-87, Τ.Κ. 11251, τηλ: 210 3615117, 3615411, FAX: 210  3615665
297	Χρυσοβελωνη	 Μαρινα	Μαρίνα Χρυσοβελώνη		ΜΑΓΝΗΣΙΑΣ	anel						17/6/2014				
298	Χρυσοχοιδης	 Μιχαηλ	Μιχαήλ Χρυσοχοΐδης		Β' ΑΘΗΝΩΝ	pasok	Χρυσοχοΐδης Βασιλείου Μιχαήλ	Βασιλείου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/xoulidoustav.png	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=e10d6a72-0b1f-4ce3-b653-d1307e4d873a	mxgram@otenet.gr	17/6/2014	http://www.chrisochoidis.gr			ΤΘ: 21049, ΤΚ: 11401 τηλ.: 210 7704800, FAX: 210 7707190
299	Ψαριανος	 Γρηγοριος	Γρηγόριος Ψαριανός		Β' ΑΘΗΝΩΝ	dimar	Ψαριανός Νικολάου Γρηγόριος	Νικολάου			gripsar@otenet.gr	17/6/2014	http://www.psarianos.eu			Αθήνα, Μεσογείων 171, Τ.Κ. 11525, τηλ: 210 6722680, FAX: 210 6722631
300	Ψυρρας	 Θωμας	Θωμάς Ψύρρας		ΛΑΡΙΣΗΣ	dimar	Ψύρρας Θεοδώρου Θωμάς	Θεοδώρου			demarlarissa@gmail.com	17/6/2014	t.psyrras@parliament.gr	thomaspsyrras@gmail.com		Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709205, 3709206, FAX: 210  3709209 Λάρισα, Κουμουνδούρου 11, T.K. 41110, τηλ: 2410 533584
302							Δαμαβολίτης Εμμανουήλ Κωνσταντίνος	Εμμανουήλ		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=6ca660ee-6769-4890-8a94-1919de0cfc76		17/6/2014				
303							Δεικτάκης Νικολάου Γεώργιος	Νικολάου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=eb4edced-23ec-455c-b7ea-b2dbe6c3bd5a	gdeiktakis@gmail.com	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562,; τηλ. 210 3706343, 210 3226190,; φαξ 210 3706543; Ηράκλειο, Μαυρολένης 15 (1ος ορ.); πλ. Κορνάρου, Τ.Κ. 71201,; τηλ. 2810 288506, 2810 244123,; φαξ 2810 244123
304							Δερμεντζόπουλος Χρήστου Αλέξανδρος	Χρήστου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/dermentzopoulosalex.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=48bae29c-aa9e-4164-8a29-ce781f7d3c5d	aldermen@otenet.gr;	17/6/2014	http://www.dermentzopoulos.com			Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557,; τηλ: 210 3709322, FAX: 210 3709320; Ορεστιάδα, Βασ. Κωνσταντίνου 12, Τ.Κ. 68200,; τηλ: 25520 21400, FAX: 25520 21401,; Αλεξανδρούπολη, Ελ. Βενιζέλου 49, Τ.Κ. 68100,; τηλ: 25510 84600, FAX: 25510 84601
301							Ιακωβίδου Χρυσοστόμου Παναγιώτα (Τάνια)	Χρυσοστόμου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=c57648c5-f14d-4365-a105-6702381f0442	t.iakovidou@parliament.gr;	17/6/2014	politiko.grafeio.iakovidou@gmail.com			Αθήνα, Ακαδημίας 43, Τ.Κ. :10672; Τηλ: 2103388194-5 6940-703705; FAX: 2103388196
305							Ιγγλέζη Θεοδώρου Αικατερίνη	Θεοδώρου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/igglezi_1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=e79c889c-7bfa-49db-94ce-60f41d79844b	igglezi@parliament.gr	17/6/2014				Ιερισσός, Χαλκιδικής, Τ.Κ. 63075,
306							Κούβελα Δημητρίου Φωτεινή	Δημητρίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/kouvelafoteini.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=659b37a4-21f7-46b7-a0ce-b00428a59c8b	kouvelaf@parliament.gr	17/6/2014				Βουλή των Ελλήνων
307							Παπαδημητρίου Θεοδώρου Γεσθημανή (Μάνια)	Θεοδώρου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=886c426a-9fb2-44be-9f7a-488e5cf66f48		17/6/2014				
308							Πλεύρης Κωνσταντίνου Αθανάσιος	Κωνσταντίνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/plevrisathan.JPG	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=94c2b37b-3838-4a7c-b28f-0d408c42eee2	thanosplevris@parliament.gr;	17/6/2014	http://www.thanos-plevris.gr			Αθήνα, Κανάρη 9, ΤΚ 106 71 Τηλ.: Φαξ:
